일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드
1250,26001,6800359,재동아파트,12712.4002,3640.7724,3611037000
1251,26001,6800361,전의역,12712.2148,3640.7634,3611037000
1252,26001,6800362,재동아파트,12712.3960,3640.7640,3611037000
1253,26001,6800363,동교리,12713.0224,3640.2462,3611037000
1254,26001,6801052,공정거래위원회,12716.0410,3630.2610,3611052000
1255,26001,6801053,정부세종청사북측,12715.6829,3630.3090,3611052000
1256,26001,6801054,정부세종청사남측,12715.5604,3630.0499,3611052000
1257,26001,6801055,다정동(대성고등학교),12715.3711,3629.6314,3611051000
1258,26001,6801056,새롬동.나성동,12715.4277,3629.2643,3611051000
1259,26001,6801059,첫마을6단지,12715.1848,3628.5252,3611051000
1260,26001,6801060,첫마을5단지,12715.0024,3628.6620,3611051000
1261,26001,6801061,첫마을4단지,12715.1218,3628.7988,3611051000
1262,26001,6801062,첫마을1단지,12715.5178,3629.0004,3611051000
1263,26001,6801067,대평삼거리,12716.7724,3628.1682,3611051000
1264,26001,6801068,새롬동.나성동,12715.4781,3629.2130,3611051000
1265,26001,6801069,다정동(대성고등학교),12715.3945,3629.6309,3611051000
1266,26001,6801070,정부세종청사남측,12715.6061,3630.0962,3611052000
1267,26001,6801071,정부세종청사북측,12715.7012,3630.2936,3611052000
1268,26001,6800331,심중2리입구,12716.2606,3638.9928,3611038000
1269,26001,6800433,보덕2리마을회관,12715.4428,3638.6406,3611038000
1270,26001,6800435,청람1리마을회관,12713.9908,3639.2970,3611038000
1271,26001,6800436,청람리,12713.9644,3639.0990,3611038000
1272,26001,6800437,청람리(동막골),12713.9008,3638.6598,3611038000
1273,26001,6800438,청람리,12713.9716,3639.0978,3611038000
1274,26001,6800439,청람1리마을회관,12714.0082,3639.2856,3611038000
1275,26001,6800440,석곡리,12715.3630,3639.5247,3611038000
1276,26001,6800442,송곡1리(예비군훈련장),12716.1082,3637.5270,3611038000
1277,26001,6800443,송곡보건진료소,12716.1466,3637.8474,3611038000
1278,26001,6800444,송곡1리,12715.9678,3637.8438,3611038000
1279,26001,6800445,송곡2리(능골),12715.4122,3637.7802,3611038000
1280,26001,6800446,송정1리(권고조경),12715.0384,3637.7226,3611038000
1281,26001,6800447,송정1리,12714.7768,3637.6752,3611038000
1282,26001,6800448,송정1리(상소골),12714.6472,3637.6512,3611038000
1283,26001,6800449,송정리(행골),12714.4804,3637.6488,3611038000
1284,26001,6800450,송정2리(구리골),12714.1714,3637.5708,3611038000
1285,26001,6801385,노은역,12719.0824,3622.4754,3020054600
1286,26001,6801349,노은도서관,12719.1472,3622.9170,3020054700
1287,26001,6801388,지족역,12719.2108,3623.1030,3020054700
1288,26001,6801389,송림마을아파트,12719.0794,3623.2644,3020054700
1289,26001,6801309,반석역,12718.9084,3623.4852,3020054700
1290,26001,6801400,반석마을입구,12718.7440,3623.7120,3020054700
1291,26001,6801367,외삼삼거리,12718.5940,3623.9610,3020054700
1292,26001,6801391,국방과학연구소입구,12718.1896,3624.3630,3020054700
1293,26001,6801382,안산1통,12717.9724,3624.6378,3020054700
1294,26001,6801340,안산교,12717.8782,3624.9858,3020054700
1295,26001,6801345,대평삼거리,12716.7640,3628.1868,3611051000
1296,26001,6801371,세종버스터미널,12716.5071,3628.1364,3611051000
1297,26001,6801365,한솔동(첫마을),12715.7122,3628.8773,3611051000
1298,26001,6801375,첫마을1단지,12715.5520,3629.0310,3611051000
1299,26001,6801407,첫마을4단지,12715.0960,3628.8114,3611051000
1300,26001,6801355,첫마을5단지,12714.9838,3628.6572,3611051000
1301,26001,6801348,첫마을6단지,12715.1956,3628.5018,3611051000
1302,26001,6801354,한솔중학교(첫마을7단지),12715.3420,3628.4946,3611051000
1303,26001,6801333,첫마을3단지,12715.6810,3628.6800,3611051000
1304,26001,6900624,전의역,12712.2160,3640.7718,3611037000
1305,26001,6801904,가재마을5 8단지,12714.9869,3630.0552,3611031000
1306,26001,6801865,범지기마을3 9단지,12714.6733,3631.1401,3611053000
1307,26001,6801863,가락마을22단지,12714.4667,3631.2108,3611053000
1308,26001,6801859,두루중학교,12714.2400,3631.0494,3611053000
1309,26001,6801857,가락초등학교,12714.0169,3630.9418,3611053000
1310,26001,6801871,가락마을14단지,12713.9866,3630.7806,3611053000
1311,26001,6800561,서정1리마을회관,12711.5206,3641.2794,3611037000
1312,26001,6800562,서정2리마을회관,12711.3466,3641.7954,3611037000
1313,26001,6800563,서정2리,12711.3940,3641.9664,3611037000
1314,26001,6800564,전의산연수원,12711.5434,3642.1674,3611037000
1315,26001,6800401,고등1리마을회관,12711.7042,3642.9258,3611039000
1316,26001,6800566,관정1리,12711.8878,3641.9388,3611037000
1317,26001,6800554,대추리,12712.3420,3641.5920,3611037000
1318,26001,6800555,사관정,12712.6144,3641.9328,3611037000
1319,26001,6800556,중대부,12712.7476,3642.2928,3611037000
1320,26001,6800557,상대부(쌍태울),12712.6876,3642.7548,3611037000
1321,26001,6800558,중대부,12712.7416,3642.3012,3611037000
1322,26001,6800567,갈정교,12712.3102,3641.3466,3611037000
1323,26001,6800568,성호아파트,12712.2646,3640.9146,3611037000
1324,26001,6800624,전의역,12712.2160,3640.7718,3611037000
1325,26001,6800479,원성2리,12711.7090,3640.2672,3611037000
1326,26001,6800480,신흥리,12711.4552,3639.8088,3611037000
1327,26001,6800481,영당리(영성들),12711.3514,3639.6252,3611037000
1328,26001,6800482,대전카톨릭대입구,12711.2398,3639.3144,3611037000
1329,26001,6800483,양곡리,12710.6182,3638.5938,3611037000
1330,26001,6800484,세종미래산업단지,12710.5822,3638.3922,3611037000
1331,26001,6800485,달전1리,12710.4592,3637.8678,3611037000
1332,26001,6800322,명학1리,12720.6076,3632.2320,3611032000
1333,26001,6800094,응암농공단지,12720.0514,3632.7726,3611032000
1334,26001,6800095,교과서박물관,12719.8276,3632.9598,3611032000
1335,26001,6800096,연동중학교,12719.6806,3633.1740,3611032000
1336,26001,6800098,송용리,12719.3906,3633.7191,3611032000
1337,26001,6800099,예양리,12719.3926,3634.3674,3611032000
1338,26001,6800310,응암리(가마골),12720.8164,3632.4696,3611032000
1339,26001,6800311,응암1리마을회관,12720.5512,3632.5770,3611032000
1340,26001,6800316,내판2리,12719.5324,3633.1128,3611032000
1341,26001,6800317,내판3리,12719.5036,3632.8962,3611032000
1342,26001,6800114,명학산업단지 관리사무소,12720.2144,3632.2753,3611032000
1343,26001,6800324,내판3리,12719.5131,3632.8898,3611032000
1344,26001,6800325,내판2리,12719.5384,3633.1212,3611032000
1345,26001,6800894,한화사원아파트,12722.0938,3631.5762,3611033000
1346,26001,6800895,부강9리,12722.0908,3631.1490,3611033000
1347,26001,6800896,금호3리,12721.9060,3630.5700,3611033000
1348,26001,6800897,금호2리공단입구,12721.4800,3630.2502,3611033000
1349,26001,6800898,금호2리노인회관,12721.2754,3630.1206,3611033000
1350,26001,6800899,금호리,12722.1802,3629.6298,3611033000
1351,26001,6800900,금호2리노인회관,12721.3090,3630.1326,3611033000
1352,26001,6800901,금호2리공단입구,12721.4735,3630.2303,3611033000
1353,26001,6800902,금호3리,12721.9096,3630.5604,3611033000
1354,26001,6800903,부강9리,12722.1046,3631.1370,3611033000
1355,26001,6800905,부강초등학교,12722.0284,3631.6938,3611033000
1356,26001,6800906,부강면,12721.9678,3631.7916,3611033000
1357,26001,6800685,갈산2리,12721.3690,3632.2632,3611033000
1358,26001,6800686,응암3리입구,12721.2388,3632.7948,3611032000
1359,26001,6800687,산수리입구,12721.4944,3633.2598,3611033000
1360,26001,6800689,저산리,12721.7164,3633.7092,3611033000
1361,26001,6800690,저산2리,12721.9216,3633.7314,3611033000
1362,26001,6800693,행산리(미건산업입구),12722.4124,3633.4500,3611033000
1363,26001,6800694,갈산리,12722.0620,3632.7960,3611033000
1364,26001,6800625,시청별관입구,12717.6886,3631.7910,3611031000
1365,26001,6800016,도담동(도램마을),12715.5276,3630.8982,3611052000
1366,26001,6800626,양지중학교(한뜰마을1 2단지),12716.0602,3630.4272,3611052000
1367,26001,6800583,한국영상대기숙사,12712.5952,3626.5962,3611035000
1368,26001,6800584,금암리노인정,12712.5040,3626.2878,3611035000
1369,26001,6800585,금암삼거리,12713.1100,3626.2920,3611035000
1370,26001,6800069,열병합발전소,12714.7600,3627.9078,3611051000
1371,26001,6800741,첫마을3단지,12715.6810,3628.6800,3611051000
1372,26001,6800751,도램마을14 15단지,12716.0080,3630.7398,3611052000
1373,26001,6800770,장재리(길재고개),12718.9990,3628.8498,3611051000
1374,26001,6800788,장재리(길재고개),12719.0074,3628.8576,3611051000
1375,26001,6801098,문곡1리,12722.6830,3631.6254,3611033000
1376,26001,6801100,문곡3리,12723.2566,3631.7082,3611033000
1377,26001,6801101,문곡2리,12723.7870,3631.7796,3611033000
1378,26001,6801103,문곡3리,12723.2692,3631.7148,3611033000
1379,26001,6801104,세종하이텍고등학교,12722.9980,3631.6848,3611033000
1380,26001,6801105,문곡1리,12722.7058,3631.6362,3611033000
1381,26001,6801106,부강면생활체육관,12722.4286,3631.6548,3611033000
1382,26001,6801117,소정2리(넉바위),12709.0380,3643.0178,3611039000
1383,26001,6801118,운당2리,12708.9379,3642.3465,3611039000
1384,26001,6801119,소정3리,12708.9178,3642.7260,3611039000
1385,26001,6801124,심중리시민스포츠센터,12717.9244,3640.2240,3611038000
1386,26001,6801125,심중2리,12717.5326,3639.9264,3611038000
1387,26001,6801120,석곡리,12715.4156,3639.5468,3611038000
1388,26001,6801126,보덕1리,12716.3980,3637.9512,3611038000
1389,26001,6800974,연동중학교,12719.6776,3633.1614,3611032000
1390,26001,6800089,합강리,12719.8714,3631.5630,3611032000
1391,26001,6800975,청정아파트,12721.0918,3631.7544,3611032000
1392,26001,6800977,청봉사,12721.2160,3631.3308,3611032000
1393,26001,6800978,용운사,12720.8200,3631.1148,3611032000
1394,26001,6800979,합강2리,12720.5680,3631.0938,3611032000
1395,26001,6800980,합강공원,12720.3847,3631.0606,3611032000
1396,26001,6800981,합강2리,12720.5566,3631.0854,3611032000
1397,26001,6800982,용운사,12720.8044,3631.1028,3611032000
1398,26001,6800983,명학2리(용당),12721.2454,3631.2090,3611032000
1399,26001,6800984,청봉사,12721.2208,3631.3368,3611032000
1400,26001,6800967,노송1리(노리미),12719.6917,3634.1586,3611032000
1401,26001,6800968,응암4리,12720.6802,3633.4812,3611032000
1402,26001,6800969,응암3리입구,12721.2292,3632.8122,3611032000
1403,26001,6800971,응암3리입구,12721.2370,3632.8164,3611032000
1404,26001,6800972,응암4리,12720.6880,3633.4872,3611032000
1405,26001,6800973,노송1리(노리미),12719.7016,3634.1610,3611032000
1406,26001,6800997,용암2리입구,12712.9297,3633.1192,3611035000
1407,26001,6800998,용암2리마을회관,12712.7692,3633.7278,3611035000
1408,26001,6800999,용암1리마을회관,12712.5106,3632.9268,3611035000
1409,26001,6801048,전의역,12712.2430,3640.7676,3611037000
1410,26001,6801049,전의역,12712.2412,3640.7598,3611037000
1411,26001,6900361,전의역,12712.2148,3640.7634,3611037000
1412,26001,6801012,노곡리,12714.0766,3642.0366,3611037000
1413,26001,6800951,새롬동.나성동,12715.4710,3629.2110,3611051000
1414,26001,6800644,주공1차아파트,12708.2063,3628.4495,4415057000
1415,26001,6800645,관골,12707.9834,3628.4022,4415057000
1416,26001,6800647,종합버스터미널,12708.0745,3628.0761,4415057000
1417,26001,6800648,시목동,12708.3471,3627.8291,4415057000
1418,26001,6800649,옥룡동 주민센터,12708.1804,3627.4418,4415056000
1419,26001,6800650,옥룡동 교차로,12707.9677,3627.3682,4415056000
1420,26001,6800651,옥룡동 회전교차로,12707.7908,3627.3621,4415056000
1421,26001,6800652,중동사거리,12707.5726,3627.3888,4415054000
1422,26001,6800653,산성시장,12707.4988,3627.4980,4415054000
1423,26001,6800654,산성동종점,12707.4336,3627.6162,4415054000
1424,26001,6800656,중동사거리,12707.5690,3627.3780,4415051000
1425,26001,6800657,옥룡동 회전교차로(터미널),12707.8956,3627.3324,4415056000
1426,26001,6800659,시목동(터미널 방면),12708.3641,3627.8429,4415057000
1427,26001,6800660,종합버스터미널(신관초방면),12708.0995,3628.0771,4415057000
1428,26001,6800662,관골,12707.9922,3628.3956,4415057000
1429,26001,6800663,주공1차아파트(법원방면),12708.2039,3628.4275,4415057000
1430,26001,6800664,신관초사거리(신관주공방면),12708.2990,3628.4475,4415057000
1431,26001,6800665,주공2차아파트(법원방면),12708.4285,3628.5861,4415057000
1432,26001,6800669,금흥동,12708.9424,3628.8210,4415059000
1433,26001,6800670,공주정보고(장군면 방면),12709.3170,3628.9237,4415059000
1434,26001,6800671,장기산업단지(장군면방면),12709.5350,3628.9236,4415059000
1435,26001,6800672,송선2통(장군면 방면),12709.7231,3629.0155,4415059000
1436,26001,6800673,송선1통(장군면 방면),12710.1209,3629.0841,4415059000
1437,26001,6800674,송선수영장(장군면방면),12710.3488,3629.0719,4415059000
1438,26001,6800676,동현리(장군면 방면),12711.2859,3629.2497,4415059000
1439,26001,6800677,은용리,12711.7444,3629.3472,3611035000
1440,26001,6800678,하봉교차로,12711.8692,3629.3754,3611035000
1441,26001,6800720,장기초등학교,12712.4374,3629.8002,3611035000
1442,26001,6800721,은용1리,12712.9462,3629.5968,3611035000
1443,26001,6800722,산학리,12713.3116,3629.5146,3611035000
1444,26001,6800723,동원주식회사,12713.6002,3629.3340,3611035000
1445,26001,6800724,영평사입구,12714.3028,3628.5492,3611035000
1446,26001,6800725,금암삼거리,12713.1088,3626.3022,3611035000
1447,26001,6800726,금암리노인정,12712.5100,3626.2962,3611035000
1448,26001,6800727,금암리(웅대원룸),12712.5352,3626.5008,3611035000
1449,26001,6800728,한국영상대기숙사,12712.5958,3626.5824,3611035000
1450,26001,6800729,금암리(서봉타운),12712.6462,3626.7546,3611035000
1451,26001,6800730,금암리(영조주택),12712.6330,3626.9304,3611035000
1452,26001,6800809,둔곡동새마을회관,12721.7248,3627.4236,3020058000
1453,26001,6800810,구룡2통보건소,12721.7590,3627.0432,3020058000
1454,26001,6800811,구룡2통,12721.9270,3626.8248,3020058000
1455,26001,6800812,구룡,12722.1052,3626.7630,3020058000
1456,26001,6800813,구즉동주민센터입구,12723.1420,3626.4654,3020058000
1457,26001,6800815,구즉초등학교,12722.9176,3626.3982,3020058000
1458,26001,6800816,구룡,12722.1208,3626.7672,3020058000
1459,26001,6800817,구룡2통,12721.9216,3626.8368,3020058000
1460,26001,6800818,구룡2통보건소,12721.7596,3627.0492,3020058000
1461,26001,6800364,미곡리,12713.1694,3639.8574,3611038000
1462,26001,6800365,개미고개,12713.2468,3639.4782,3611038000
1463,26001,6800366,청람리입구,12713.9506,3639.6900,3611038000
1464,26001,6800367,아람달동림권역체험관,12714.6880,3639.9288,3611038000
1465,26001,6800368,청송산업단지입구,12715.3138,3639.8280,3611038000
1466,26001,6800369,청송리,12715.4326,3639.7056,3611038000
1467,26001,6800370,석곡리입구,12715.5862,3639.5448,3611038000
1468,26001,6800329,전동초등학교,12715.8424,3639.3156,3611038000
1469,26001,6800330,전동삼거리,12716.0122,3639.2076,3611038000
1470,26001,6800372,심중1리,12716.5558,3638.6706,3611038000
1471,26001,6800373,상봉2리(가마소),12717.0190,3638.3142,4371025600
1472,26001,6800374,상봉초등학교,12717.1732,3638.2482,4371025600
1473,26001,6800579,달전2리입구,12710.5126,3637.6062,3611037000
1474,26001,6800571,전의산업단지,12712.6342,3642.0630,3611037000
1475,26001,6800572,하노곡,12713.6298,3642.0867,3611037000
1476,26001,6800573,노곡리종점,12714.0724,3642.0276,3611037000
1477,26001,6800574,하노곡,12713.6326,3642.0786,3611037000
1478,26001,6800575,종성골,12713.3068,3641.7618,3611037000
1479,26001,6800576,신정2리,12713.1928,3641.6832,3611037000
1480,26001,6800577,신정1리,12712.8784,3641.4948,3611037000
1481,26001,6800385,덕고개,12711.5116,3640.8276,3611037000
1482,26001,6800386,민석아파트입구,12710.9182,3640.8594,3611037000
1483,26001,6800387,유천2리,12710.6362,3640.9752,3611037000
1484,26001,6800389,유천리(어천),12709.9672,3641.2818,3611037000
1485,26001,6800391,운당1리,12709.1230,3641.9190,3611039000
1486,26001,6800392,운당2리,12708.9876,3642.3496,3611039000
1487,26001,6800393,KCC앞,12709.1776,3642.5112,3611039000
1488,26001,6800394,소정리입구,12709.2352,3642.7146,3611039000
1489,26001,6800395,소정면우체국,12709.2916,3642.8580,3611039000
1490,26001,6800397,소정면사무소,12709.4596,3643.2894,3611039000
1491,26001,6800398,대곡4리,12709.5892,3643.5336,3611039000
1492,26001,6800399,소정육교(맹골),12709.7038,3643.5876,3611039000
1493,26001,6800400,대곡리,12710.0038,3643.7760,3611039000
1494,26001,6800402,소정육교(맹골),12709.7212,3643.6260,3611039000
1495,26001,6800403,대곡1리,12709.5646,3643.5642,3611039000
1496,26001,6800404,소정리,12709.4878,3643.4868,3611039000
1497,26001,6800405,소정면사무소,12709.4572,3643.3038,3611039000
1498,26001,6800406,소정리역,12709.3960,3643.1370,3611039000
1499,26001,6800407,소정면우체국,12709.2826,3642.8532,3611039000
1500,26001,6800408,소정리입구,12709.2337,3642.7271,3611039000
1501,26001,6800409,KCC앞,12709.1722,3642.5202,3611039000
1502,26001,6800410,운당1리,12709.1566,3641.8740,3611039000
1503,26001,6800411,행정2리,12709.4368,3641.3130,4413132000
1504,26001,6800451,송정리,12713.9500,3637.5030,3611038000
1505,26001,6800452,송정2리(구리골),12714.1702,3637.5612,3611038000
1506,26001,6800453,송정리(행골),12714.4690,3637.6440,3611038000
1507,26001,6800454,송정1리(상소골),12714.6466,3637.6434,3611038000
1508,26001,6800455,송정1리,12714.7702,3637.6680,3611038000
1509,26001,6800456,송정1리(권고조경),12715.0348,3637.7094,3611038000
1510,26001,6800457,송곡2리(능골),12715.4026,3637.7736,3611038000
1511,26001,6800458,송곡2리,12715.6270,3637.8042,3611038000
1512,26001,6800460,송곡보건진료소,12716.1448,3637.8390,3611038000
1513,26001,6800461,송곡1리(예비군훈련장),12716.1010,3637.5318,3611038000
1514,26001,6801174,인사혁신처,12715.6921,3630.4767,3611052000
1515,26001,6801175,신관사거리,12707.8797,3628.2428,4415057000
1516,26001,6801176,신관사거리,12707.8776,3628.2620,4415057000
1517,26001,6801161,한국개발연구원(KDI),12718.4472,3628.9546,3611051000
1518,26001,6801162,한국조세재정연구원,12718.0378,3629.5710,3611051000
1519,26001,6801163,한국조세재정연구원,12718.0222,3629.5662,3611051000
1520,26001,6801164,한국개발연구원(KDI),12718.4296,3628.9476,3611051000
1521,26001,6801395,첫마을3단지,12715.6702,3628.6926,3611051000
1522,26001,6801347,한솔중학교(첫마을7단지),12715.3348,3628.5228,3611051000
1523,26001,6801405,첫마을6단지,12715.1848,3628.5252,3611051000
1524,26001,6801373,첫마을5단지,12715.0024,3628.6620,3611051000
1525,26001,6801344,첫마을4단지,12715.1218,3628.7988,3611051000
1526,26001,6801364,첫마을1단지,12715.5178,3629.0004,3611051000
1527,26001,6801362,세종버스터미널,12716.4788,3628.2074,3611051000
1528,26001,6801346,대평삼거리,12716.7724,3628.1682,3611051000
1529,26001,6801337,안산교,12717.8734,3624.9498,3020054700
1530,26001,6801330,안산산성,12717.8644,3624.7560,3020054700
1531,26001,6801331,안산1통,12717.9778,3624.6252,3020054700
1532,26001,6801390,국방과학연구소입구,12718.1824,3624.3618,3020054700
1533,26001,6801396,외삼1통,12718.6018,3624.1962,3020054700
1534,26001,6801376,외삼1통,12718.6090,3623.9058,3020054700
1535,26001,6801399,반석마을입구,12718.7170,3623.7210,3020054700
1536,26001,6801317,반석역,12718.8922,3623.4930,3020054700
1537,26001,6801408,극동방송국,12719.1130,3623.1984,3020054700
1538,26001,6801409,지족역,12719.1970,3623.0964,3020054700
1539,26001,6801406,노은도서관,12719.1406,3622.9284,3020054700
1540,26001,6801342,지족초등학교,12719.0632,3622.7652,3020054700
1541,26001,6801397,노은역,12719.0692,3622.4106,3020054600
1542,26001,6801336,월드컵경기장,12719.0728,3622.1328,3020054600
1543,26001,6801386,노은농수산물시장,12719.2900,3622.0020,3020054600
1544,26001,6801377,죽동네거리,12719.8912,3621.9912,3020054000
1545,26001,6801358,KT유성지사,12720.0814,3621.7290,3020054000
1546,26001,6801378,유성고속버스터미널,12720.1696,3621.5316,3020054000
1547,26001,6801379,봉명동우체국,12720.2824,3621.2784,3020054000
1548,26001,6801370,온천교,12720.6067,3621.4909,3020054000
1549,26001,6801359,충남대학교,12720.6526,3621.6846,3020054000
1550,26001,6801350,유성온천역6번출구,12720.5044,3621.2898,3020054000
1551,26001,6801332,유성온천역5번출구,12720.3964,3621.2568,3020054000
1552,26001,6900906,부강면,12721.9678,3631.7916,3611033000
1553,26001,6801075,송문리입구,12711.8650,3630.8880,3611035000
1554,26001,6801076,의랑초등학교,12711.1997,3632.8697,4415036000
1555,26001,6801238,예양1리,12719.2672,3634.5726,3611032000
1556,26001,6801243,응암2리,12720.5206,3633.4314,3611032000
1557,26001,6801240,노송2리,12719.5696,3634.2756,3611032000
1558,26001,6801177,양지중학교,12716.0710,3630.5058,3611052000
1559,26001,6801179,아름동커뮤니티센터,12714.8398,3630.7092,3611053000
1560,26001,6801180,아름중학교,12714.6859,3630.8853,3611053000
1561,26001,6801181,아름동커뮤니티센터,12714.8446,3630.6978,3611053000
1562,26001,6801228,행산리입구,12722.3546,3633.6165,3611033000
1563,26001,6801225,행산리,12722.3884,3633.3798,3611033000
1564,26001,6801241,명학산업단지 관리사무소,12720.2191,3632.2661,3611032000
1565,26001,6801242,합강2리(합강공원),12720.3826,3631.0674,3611032000
1566,26001,6801264,송문리(원송정),12711.4575,3630.8236,3611035000
1567,26001,6801198,태산리,12711.1673,3633.0790,4415036000
1568,26001,6801199,의랑초등학교,12711.1826,3632.8713,4415036000
1569,26001,6801266,용현리(효도마을),12712.1377,3632.4151,3611035000
1570,26001,6801267,용현리(효도마을),12712.1357,3632.4187,3611035000
1571,26001,6801262,송문리,12711.6210,3631.0601,3611035000
1572,26001,6801263,송문리(원송정),12711.4559,3630.8187,3611035000
1573,26001,6801269,송곡2리,12715.6138,3637.8084,3611038000
1574,26001,6801289,세종고속시외버스터미널,12716.4102,3628.1286,3611051000
1575,26001,6801288,세종고속시외버스터미널,12716.4152,3628.1394,3611051000
1576,26001,6801351,유성자이아파트,12720.2080,3621.3528,3020054000
1577,26001,6801339,유성고속버스터미널,12720.1882,3621.4890,3020054000
1578,26001,6801360,KT유성지사,12720.0592,3621.7872,3020054000
1579,26001,6801381,죽동네거리,12719.8942,3622.0050,3020054000
1580,26001,6801488,정부세종청사스포츠센터,12715.5090,3630.3781,3611053000
1581,26001,6801490,가재마을9  10단지,12715.1557,3630.1086,3611053000
1582,26001,6801491,종촌종합복지센터,12714.8448,3630.1331,3611053000
1583,26001,6801492,종촌초등학교(가재마을1 2단지),12714.5557,3630.1249,3611053000
1584,26001,6801493,고운중학교,12714.2036,3630.4129,3611053000
1585,26001,6801494,고운중학교,12714.2655,3630.3647,3611053000
1586,26001,6801496,종촌종합복지센터,12714.8157,3630.1149,3611053000
1587,26001,6801497,가재마을9  10단지,12715.1538,3630.0953,3611053000
1588,26001,6801489,정부세종청사스포츠센터,12715.5217,3630.3786,3611052000
1589,26001,6801909,다빛초등학교(가재마을1단지),12714.5447,3629.9838,3611051000
1590,26001,6801908,다정동,12714.0733,3629.9990,3611051000
1591,26001,6802319,장군면복지회관,12712.4842,3629.9498,3611035000
1592,26001,6802314,새샘마을1 2단지,12717.9361,3628.8470,3611051000
1593,26001,6802312,호려울마을8 9단지,12717.7605,3628.7788,3611051000
1594,26001,6802311,세종우체국(보람초등학교),12717.5661,3628.8323,3611051000
1595,26001,6802300,은하수공원,12714.7213,3631.9605,3611031000
1596,26001,6801808,눌왕리(새터말),12715.7427,3632.7183,3611031000
1597,26001,6801251,합강1리,12719.6509,3631.2835,3611032000
1598,26001,6802338,상교동입구,12712.5352,3640.7027,3611037000
1599,26001,6802394,명학산업단지입구,12719.6625,3632.9465,3611032000
1600,26001,6802390,삼성전기,12720.1568,3632.3701,3611032000
1601,26001,6802358,글벗중학교(새샘마을9단지),12717.9172,3629.4387,3611051000
1602,26001,6802363,소담동(새샘마을),12717.8394,3628.9626,3611051000
1603,26001,6801316,세종고속시외버스터미널,12716.4401,3628.1580,3611051000
1604,26001,6801275,신방1리(신암골),12711.0772,3639.0594,3611037000
1605,26001,6801277,비암사입구,12711.1780,3636.2436,3611037000
1606,26001,6801278,비암사입구,12711.1972,3636.2454,3611037000
1607,26001,6801276,신방1리(신암골),12711.0874,3639.0600,3611037000
1608,26001,6802316,방공학교,12716.6804,3633.1103,3611031000
1609,26001,6801807,눌왕리(새터말),12715.7541,3632.7280,3611031000
1610,26001,6802320,장군면복지회관,12712.4917,3629.9429,3611035000
1611,26001,6802321,평기리,12711.9528,3631.3834,3611035000
1612,26001,6801265,송학리입구,12711.6031,3632.1433,3611035000
1613,26001,6802325,대전공원묘역입구,12713.4814,3627.1902,3611035000
1614,26001,6802326,대전공원묘역입구,12713.5045,3627.1729,3611035000
1615,26001,6802328,도남삼거리,12713.4702,3626.4762,3611035000
1616,26001,6801249,용호3리입구,12719.2789,3632.2625,3611032000
1617,26001,6801285,열병합발전소,12714.7138,3627.9036,3611051000
1618,26001,6802400,가락마을20 21단지,12714.4475,3631.0377,3611053000
1619,26001,6802307,세종소방서,12716.3979,3630.3547,3611052000
1620,26001,6801398,외삼1통,12718.6072,3624.2016,3020054700
1621,26001,6801338,온천교,12720.5740,3621.4866,3020054000
1622,26001,6800388,유천리,12710.1514,3641.1768,3611037000
1623,26001,6800335,심중2리입구,12716.2624,3638.9994,3611038000
1624,26001,6801227,산수리,12721.4882,3633.3802,3611033000
1625,26001,6802345,행산1리,12722.3521,3633.1549,3611033000
1626,26001,6805618,갈산1리,12721.8818,3632.6219,3611033000
1627,26001,6802395,대평동(해들마을),12716.5785,3628.3380,3611051000
1628,26001,6805700,산학리(주니어전문스쿨),12713.9654,3628.9595,3611035000
1629,26001,6805699,산학리(주니어전문스쿨),12713.9618,3628.9503,3611035000
1630,26001,6805532,과학기술정보통신,12715.7821,3629.7651,3611052000
1631,26001,6805534,장기초등학교,12712.4439,3629.8104,3611035000
1632,26001,6802344,응암3리,12721.1922,3632.8782,3611032000
1633,26001,6805613,노송리,12720.1624,3633.7624,3611032000
1634,26001,6805593,노송1리,12719.8355,3634.0126,3611032000
1635,26001,6805608,예양2리,12718.9955,3634.8550,3611032000
1636,26001,6805610,예양리(강촌입구),12718.7427,3634.8246,3611032000
1637,26001,6805606,문주리입구,12718.6768,3632.8915,3611032000
1638,26001,6805605,명학2리(용당),12721.2382,3631.2158,3611032000
1639,26001,6805807,보건복지부 고용노동부,12715.6542,3630.1461,3611052000
1640,26001,6905807,보건복지부 고용노동부,12715.6542,3630.1461,3611052000
1641,26001,6805808,보건복지부 고용노동부,12715.6502,3630.1328,3611052000
1642,26001,6901168,산업부(과기정통부),12715.6300,3629.8656,3611052000
1643,26001,6805809,고등2리,12711.3150,3642.3631,3611039000
1644,26001,6806260,새롬동.다정동,12715.4085,3629.4237,3611051000
1645,26001,6806261,새롬동.다정동,12715.3821,3629.4180,3611051000
1646,26001,6902366,세종고속시외버스터미널(지하),12716.3903,3628.2489,3611051000
1647,26001,6801233,누리리,12717.5294,3632.0460,3611031000
1648,26001,6902367,세종고속시외버스터미널(지하),12716.3913,3628.2384,3611051000
1649,26001,6805486,봉안리,12713.1437,3629.9558,3611035000
1650,26001,6806319,부강2리,12721.9582,3631.7700,3611033000
1651,26001,6806320,부강초등학교,12722.0332,3631.6698,3611033000
1652,26001,6806321,복지회관,12722.1844,3631.6182,3611033000
1653,26001,6806325,명학2리,12721.1230,3631.4160,3611032000
